sample_idx,dataset,model,split,image_id,case_id,resampling_level,base_dice,failure70,failure80,severe50,sprc_cb_score,sam_confidence_risk
124,ISIC2018,SAM ViT-B,test,ISIC_0010216,ISIC_0010216,image,0.878261670196122,0,0,0,0.653,0.0576171875
125,ISIC2018,SAM ViT-B,test,ISIC_0010237,ISIC_0010237,image,0.7437405818940906,0,1,0,0.63625,0.056640625
126,ISIC2018,SAM ViT-B,test,ISIC_0010326,ISIC_0010326,image,0.9076881409529124,0,0,0,0.4915625,0.0361328125
127,ISIC2018,SAM ViT-B,test,ISIC_0010447,ISIC_0010447,image,0.9926348018902446,0,0,0,0.2178125,0.02783203125
128,ISIC2018,SAM ViT-B,test,ISIC_0011079,ISIC_0011079,image,0.8719127094566829,0,0,0,0.6303125,0.03759765625
129,ISIC2018,SAM ViT-B,test,ISIC_0011112,ISIC_0011112,image,0.8991291955022533,0,0,0,0.627375,0.0400390625
130,ISIC2018,SAM ViT-B,test,ISIC_0011119,ISIC_0011119,image,0.9472276661767136,0,0,0,0.438125,0.04052734375
131,ISIC2018,SAM ViT-B,test,ISIC_0011334,ISIC_0011334,image,0.975814276221782,0,0,0,0.439375,0.02734375
132,ISIC2018,SAM ViT-B,test,ISIC_0011384,ISIC_0011384,image,0.7823797536863947,0,1,0,0.8825000000000001,0.09326171875
133,ISIC2018,SAM ViT-B,test,ISIC_0012208,ISIC_0012208,image,0.8189503555740627,0,0,0,0.3533333333333333,0.033203125
134,ISIC2018,SAM ViT-B,test,ISIC_0012311,ISIC_0012311,image,0.861362277391883,0,0,0,0.5333333333333334,0.046875
135,ISIC2018,SAM ViT-B,test,ISIC_0012657,ISIC_0012657,image,0.9175130436887964,0,0,0,0.3809375,0.03564453125
136,ISIC2018,SAM ViT-B,test,ISIC_0012676,ISIC_0012676,image,0.9007312100977856,0,0,0,0.3227083333333333,0.0390625
